,전국,전국,전국,전국,01수도권,01수도권,01수도권,01수도권,02충청권,02충청권,02충청권,02충청권,03호남권,03호남권,03호남권,03호남권,04경북권,04경북권,04경북권,04경북권,05경남권,05경남권,05경남권,05경남권,06강원,06강원,06강원,06강원,07제주,07제주,07제주,07제주,비수도권,비수도권,비수도권,비수도권
접종일,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차
2022-01-12,16483,81079,284357,2,8308,40872,140885,0,1780,8759,31316,0,1648,8115,30631,0,1576,7743,26494,0,2460,12097,42327,0,493,2429,8995,0,215,1061,3706,0,8174,40206,143471,1
2022-01-13,16374,77197,343941,1,8253,38915,170406,0,1768,8340,37878,0,1637,7726,37049,0,1565,7372,32046,0,2444,11518,51196,0,489,2313,10879,0,214,1010,4483,0,8120,38281,173534,0
2022-01-14,22677,91210,581475,0,11431,45979,288093,0,2449,9853,64037,0,2267,9129,62637,0,2168,8710,54178,0,3384,13609,86554,0,678,2733,18393,0,296,1194,7580,0,11245,45230,293382,0
2022-01-15,13138,29373,306777,1,6622,14807,151993,0,1419,3173,33785,0,1313,2940,33046,0,1256,2805,28583,0,1961,4382,45664,0,393,880,9704,0,171,384,3999,0,6515,14565,154783,0
2022-01-16,789,3443,17240,0,397,1735,8541,0,85,371,1898,0,78,344,1857,0,75,328,1606,0,117,513,2566,0,23,103,545,0,10,45,224,0,391,1707,8698,0
2022-01-17,16094,71349,386872,0,8112,35967,191676,0,1738,7708,42606,0,1609,7141,41674,0,1538,6813,36046,0,2402,10645,57587,0,481,2137,12237,0,210,934,5043,0,7981,35381,195195,0
2022-01-18,12213,46640,263399,0,6156,23511,130501,0,1319,5038,29008,0,1221,4668,28373,0,1167,4454,24541,0,1822,6958,39207,0,365,1397,8332,0,159,610,3433,0,6056,23128,132897,0
2022-01-19,10182,45276,216539,0,5132,22823,107284,0,1099,4891,23847,0,1018,4531,23325,0,973,4323,20175,0,1519,6755,32232,0,304,1356,6849,0,133,592,2822,0,5049,22452,109254,0
2022-01-20,10515,44788,282537,2,5300,22577,139983,0,1135,4838,31115,0,1051,4483,30435,0,1005,4277,26324,0,1569,6682,42056,0,314,1342,8937,0,137,586,3683,0,5214,22210,142553,1
2022-01-21,15420,59050,470330,1,7773,29767,233026,0,1665,6379,51797,0,1542,5910,50664,0,1474,5639,43822,0,2301,8810,70010,0,461,1769,14877,0,201,773,6131,0,7646,29282,237304,0
2022-01-22,9404,18023,259193,0,4740,9085,128417,0,1015,1947,28544,0,940,1803,27920,0,899,1721,24149,0,1403,2689,38581,0,281,540,8199,0,123,235,3378,0,4663,8937,130775,0
2022-01-23,606,1968,14012,0,305,992,6942,0,65,212,1543,0,60,196,1509,0,57,187,1305,0,90,293,2085,0,18,58,443,0,7,25,182,0,300,975,7069,0
2022-01-24,11727,40766,298795,2,5911,20550,148038,0,1266,4404,32906,0,1172,4080,32186,0,1121,3893,27839,0,1750,6082,44476,0,350,1221,9451,0,153,533,3895,0,5815,20215,150756,1
2022-01-25,9252,29416,244831,1,4663,14828,121302,0,999,3177,26963,0,925,2944,26373,0,884,2809,22811,0,1380,4389,36444,0,276,881,7744,0,121,385,3191,0,4588,14587,123529,0
2022-01-26,8600,24725,256715,2,4335,12464,127190,0,928,2671,28271,0,860,2474,27653,0,822,2361,23919,0,1283,3689,38213,0,257,740,8120,0,112,323,3346,0,4264,12260,129525,1
2022-01-27,9213,25208,316389,0,4644,12707,156755,0,995,2723,34843,0,921,2523,34081,0,880,2407,29479,0,1375,3761,47095,0,275,755,10008,0,120,329,4124,0,4568,12500,159633,0
2022-01-28,13448,37233,505908,1,6778,18769,250653,0,1452,4022,55715,0,1344,3726,54497,0,1285,3555,47137,0,2007,5555,75306,0,402,1115,16003,0,176,487,6595,0,6669,18463,255255,0
2022-01-29,8146,22541,340804,0,4106,11363,168852,0,879,2435,37532,0,814,2256,36711,0,778,2152,31753,0,1215,3363,50730,0,243,675,10780,0,106,295,4442,0,4039,11177,171952,0
2022-01-30,661,1398,24952,0,333,704,12362,0,71,151,2747,0,66,139,2687,0,63,133,2324,0,98,208,3714,0,19,41,789,0,8,18,325,0,327,693,12589,0
2022-01-31,612,996,19395,2,308,502,9609,0,66,107,2135,0,61,99,2089,0,58,95,1807,0,91,148,2887,0,18,29,613,0,8,13,252,0,303,493,9785,1
2022-02-01,98,199,2997,0,49,100,1484,0,10,21,330,0,9,19,322,0,9,19,279,0,14,29,446,0,2,5,94,0,1,2,39,0,48,98,1512,0
2022-02-02,507,856,12606,0,255,431,6245,0,54,92,1388,0,50,85,1357,0,48,81,1174,0,75,127,1876,0,15,25,398,0,6,11,164,0,251,424,6360,0
2022-02-03,12460,52776,328950,1,6280,26604,162979,0,1345,5701,36227,0,1246,5282,35435,0,1191,5040,30649,0,1859,7874,48965,0,372,1581,10405,0,163,690,4288,0,6179,26171,165971,0
2022-02-04,12577,35674,359685,1,6339,17983,178206,0,1358,3854,39612,0,1257,3570,38745,0,1202,3406,33513,0,1877,5322,53540,0,376,1068,11377,0,164,467,4688,0,6237,17690,181478,0
2022-02-05,7291,18092,204670,0,3675,9120,101404,0,787,1954,22540,0,729,1810,22047,0,697,1727,19069,0,1088,2699,30465,0,218,542,6474,0,95,236,2668,0,3615,8971,103265,0
2022-02-06,453,962,12058,1,228,484,5974,0,48,103,1327,0,45,96,1298,0,43,91,1123,0,67,143,1794,0,13,28,381,0,5,12,157,0,224,477,6083,0
2022-02-07,8247,22460,246989,0,4157,11322,122371,0,890,2426,27200,0,824,2248,26606,0,788,2144,23012,0,1230,3351,36765,0,246,672,7813,0,107,294,3219,0,4089,11137,124617,0
2022-02-08,5857,16184,163634,0,2952,8158,81072,0,632,1748,18020,0,585,1619,17626,0,560,1545,15246,0,874,2414,24357,0,175,484,5176,0,76,211,2133,0,2904,8025,82561,0
2022-02-09,5253,13016,147186,0,2647,6561,72923,0,567,1406,16209,0,525,1302,15855,0,502,1243,13713,0,784,1942,21909,0,157,390,4655,0,68,170,1918,0,2605,6454,74262,0
2022-02-10,5975,13952,206047,0,3011,7033,102086,0,645,1507,22691,0,597,1396,22195,0,571,1332,19198,0,891,2081,30670,0,178,418,6517,0,78,182,2686,0,2963,6918,103960,0
2022-02-11,8373,19721,307845,1,4220,9941,152522,0,904,2130,33902,0,837,1973,33161,0,800,1883,28683,0,1249,2942,45823,0,250,590,9738,0,109,258,4013,0,4152,9779,155322,0
2022-02-12,5766,12252,169647,1,2906,6176,84052,0,622,1323,18683,0,576,1226,18274,0,551,1170,15806,0,860,1828,25252,0,172,367,5366,0,75,160,2211,0,2859,6075,85595,0
2022-02-13,371,604,9035,0,187,304,4476,0,40,65,995,0,37,60,973,0,35,57,841,0,55,90,1344,0,11,18,285,0,4,7,117,0,183,299,4558,0
2022-02-14,10497,13658,194171,0,5291,6885,96202,0,1133,1475,21384,0,1049,1367,20916,0,1003,1304,18091,0,1566,2037,28903,0,314,409,6142,0,137,178,2531,0,5205,6772,97968,0
2022-02-15,9894,10739,139735,1,4987,5413,69232,0,1068,1160,15388,0,989,1074,15052,0,946,1025,13019,0,1476,1602,20800,0,296,321,4420,0,129,140,1821,0,4906,5325,70503,0
2022-02-16,9303,9665,129289,15,4689,4872,64056,6,1004,1044,14238,1,930,967,13927,2,889,923,12046,1,1388,1442,19245,2,278,289,4089,0,121,126,1685,0,4613,4792,65232,8
2022-02-17,9228,10070,169710,215,4651,5076,84083,93,996,1087,18690,25,922,1007,18281,32,882,961,15812,19,1377,1502,25261,32,276,301,5368,7,120,131,2212,2,4576,4993,85626,121
2022-02-18,11579,15330,248738,465,5836,7727,123237,202,1250,1656,27393,55,1157,1534,26794,70,1107,1464,23175,41,1728,2287,37025,71,346,459,7868,17,151,200,3242,5,5742,7602,125500,262
2022-02-19,6269,9541,135877,206,3160,4809,67320,89,677,1030,14964,24,626,954,14636,31,599,911,12660,18,935,1423,20225,31,187,285,4298,7,82,124,1771,2,3108,4731,68556,116
2022-02-20,367,586,8246,2,184,295,4085,0,39,63,908,0,36,58,888,0,35,55,768,0,54,87,1227,0,10,17,260,0,4,7,107,0,182,290,4160,1
2022-02-21,8191,5583,161661,685,4128,2814,80095,298,884,603,17803,82,819,558,17414,104,783,533,15062,60,1222,833,24063,105,245,167,5113,25,107,73,2107,8,4062,2768,81565,386
2022-02-22,6378,3953,114555,1163,3215,1992,56756,506,688,427,12615,140,637,395,12340,177,609,377,10673,103,952,589,17051,178,190,118,3623,42,83,51,1493,14,3162,1960,57798,656
2022-02-23,5857,3693,109628,2089,2952,1861,54315,909,632,398,12073,251,585,369,11809,318,560,352,10214,185,874,551,16318,320,175,110,3467,77,76,48,1429,26,2904,1831,55312,1179
2022-02-24,6312,10467,148229,2568,3181,5276,73440,1118,681,1130,16324,309,631,1047,15967,391,603,999,13811,228,942,1561,22064,393,188,313,4688,94,82,137,1932,32,3130,5190,74788,1449
2022-02-25,8966,13950,227579,4251,4519,7032,112754,1851,968,1507,25063,511,896,1396,24515,648,857,1332,21204,377,1338,2081,33876,651,268,417,7199,157,117,182,2966,53,4446,6917,114824,2399
2022-02-26,4928,8489,119634,605,2484,4279,59272,263,532,917,13175,72,492,849,12887,92,471,810,11146,53,735,1266,17807,92,147,254,3784,22,64,111,1559,7,2443,4209,60361,341
2022-02-27,228,457,6168,6,114,230,3055,2,24,49,679,0,22,45,664,0,21,43,574,0,34,68,918,0,6,13,195,0,2,5,80,0,113,226,3112,3
2022-02-28,5673,8334,144911,4603,2859,4201,71796,2004,612,900,15959,554,567,834,15610,701,542,795,13501,408,846,1243,21570,705,169,249,4583,170,74,109,1889,58,2813,4132,73114,2598
2022-03-01,206,363,4986,218,103,182,2470,94,22,39,549,26,20,36,537,33,19,34,464,19,30,54,742,33,6,10,157,8,2,4,64,2,102,180,2515,123
2022-03-02,2256,4383,65145,11516,1137,2209,32276,5015,243,473,7174,1386,225,438,7017,1755,215,418,6069,1023,336,653,9697,1765,67,131,2060,425,29,57,849,145,1118,2173,32868,6501
2022-03-03,2007,4276,66638,12748,1011,2155,33015,5551,216,461,7338,1535,200,428,7178,1943,191,408,6208,1132,299,638,9919,1954,60,128,2107,470,26,55,868,160,995,2120,33622,7197
2022-03-04,3510,7735,105111,14563,1769,3899,52077,6342,379,835,11575,1753,351,774,11322,2220,335,738,9793,1293,523,1154,15646,2232,105,231,3324,538,45,101,1370,183,1740,3835,53033,8221
2022-03-05,2298,5629,52620,2341,1158,2837,26070,1019,248,608,5795,281,229,563,5668,356,219,537,4902,207,343,839,7832,358,68,168,1664,86,30,73,685,29,1139,2791,26549,1321
2022-03-06,77,200,1764,46,38,100,873,20,8,21,194,5,7,20,190,7,7,19,164,4,11,29,262,7,2,5,55,1,1,2,22,0,38,99,890,25
2022-03-07,7883,5892,66760,11162,3973,2970,33076,4861,851,636,7352,1344,788,589,7191,1701,753,562,6220,991,1176,879,9937,1711,235,176,2111,412,103,77,870,140,3909,2921,33683,6301
2022-03-08,5891,5235,41384,15771,2969,2639,20503,6868,636,565,4557,1899,589,523,4457,2404,563,499,3855,1401,879,781,6160,2417,176,156,1309,582,77,68,539,199,2921,2595,20880,8903
2022-03-09,1079,1268,8083,944,543,639,4004,411,116,136,890,113,107,126,870,143,103,121,753,83,161,189,1203,144,32,37,255,34,14,16,105,11,535,628,4078,532
2022-03-10,5194,6428,61759,17164,2618,3240,30598,7475,561,694,6801,2066,519,643,6652,2616,496,613,5754,1524,775,959,9193,2631,155,192,1953,634,67,84,805,216,2575,3187,31160,9690
2022-03-11,8945,13976,85861,19041,4509,7045,42540,8292,966,1509,9455,2292,894,1398,9249,2902,855,1334,7999,1691,1335,2085,12780,2918,267,418,2716,703,117,182,1119,240,4435,6930,43321,10749
2022-03-12,4003,5413,35627,2293,2017,2728,17651,998,432,584,3923,276,400,541,3837,349,382,516,3319,203,597,807,5303,351,119,162,1126,84,52,70,464,28,1985,2684,17975,1294
2022-03-13,82,107,781,32,41,53,386,13,8,11,86,3,8,10,84,4,7,10,72,2,12,15,116,4,2,3,24,1,1,1,10,0,40,53,394,18
2022-03-14,3699,4938,49252,10819,1864,2489,24402,4711,399,533,5424,1302,369,494,5305,1649,353,471,4588,961,552,736,7331,1658,110,147,1557,399,48,64,642,136,1834,2448,24850,6107
2022-03-15,2514,3349,32400,15634,1267,1688,16052,6808,271,361,3568,1882,251,335,3490,2383,240,319,3018,1388,375,499,4822,2396,75,100,1024,577,32,43,422,197,1246,1660,16347,8826
2022-03-16,2261,2485,32349,16719,1139,1252,16027,7281,244,268,3562,2013,226,248,3484,2548,216,237,3014,1485,337,370,4815,2562,67,74,1023,617,29,32,421,211,1121,1232,16321,9438
2022-03-17,2568,2737,44116,15922,1294,1379,21857,6934,277,295,4858,1917,256,273,4752,2427,245,261,4110,1414,383,408,6566,2440,76,82,1395,588,33,35,575,200,1273,1357,22258,8988
2022-03-18,4772,5689,77170,15860,2405,2867,38234,6907,515,614,8498,1909,477,569,8312,2417,456,543,7190,1408,712,848,11487,2431,142,170,2441,585,62,74,1006,200,2366,2821,38936,8953
2022-03-19,2089,1931,30490,2112,1053,973,15106,919,225,208,3357,254,208,193,3284,321,199,184,2840,187,311,288,4538,323,62,57,964,78,27,25,397,26,1035,957,15383,1192
2022-03-20,26,37,583,22,13,18,288,9,2,3,64,2,2,3,62,3,2,3,54,1,3,5,86,3,0,1,18,0,0,0,7,0,12,18,294,12
2022-03-21,2289,2313,47597,9239,1153,1165,23582,4023,247,249,5241,1112,228,231,5127,1408,218,220,4434,820,341,345,7085,1416,68,69,1505,341,29,30,620,116,1135,1147,24014,5215
2022-03-22,1842,1255,29297,11396,928,632,14515,4963,198,135,3226,1372,184,125,3155,1737,176,119,2729,1012,274,187,4360,1746,55,37,926,421,24,16,381,143,913,622,14781,6433
2022-03-23,1526,1295,33814,9741,769,652,16753,4242,164,139,3723,1173,152,129,3642,1484,145,123,3150,865,227,193,5033,1493,45,38,1069,359,19,16,440,122,756,642,17060,5499
2022-03-24,1791,1557,41123,9295,902,784,20374,4048,193,168,4528,1119,179,155,4429,1416,171,148,3831,825,267,232,6121,1424,53,46,1300,343,23,20,536,117,888,772,20748,5247
2022-03-25,3237,2872,68911,9914,1631,1447,34142,4317,349,310,7589,1193,323,287,7423,1511,309,274,6420,880,483,428,10257,1519,96,86,2179,366,42,37,898,125,1605,1424,34768,5597
2022-03-26,1523,1116,34574,2113,767,562,17129,920,164,120,3807,254,152,111,3724,322,145,106,3221,187,227,166,5146,323,45,33,1093,78,19,14,450,26,755,553,17444,1192
2022-03-27,25,32,564,39,12,16,279,16,2,3,62,4,2,3,60,5,2,3,52,3,3,4,83,5,0,0,17,1,0,0,7,0,12,15,284,22
2022-03-28,1665,5160,37454,5195,839,2601,18556,2262,179,557,4124,625,166,516,4034,791,159,492,3489,461,248,769,5575,796,49,154,1184,191,21,67,488,65,825,2558,18897,2932
2022-03-29,1341,3766,20665,6525,675,1898,10238,2841,144,406,2275,785,134,376,2226,994,128,359,1925,579,200,561,3076,1000,40,112,653,241,17,49,269,82,665,1867,10426,3683
2022-03-30,1192,1281,26032,7138,600,645,12897,3108,128,138,2866,859,119,128,2804,1088,113,122,2425,634,177,191,3874,1094,35,38,823,263,15,16,339,90,591,635,13134,4029
2022-03-31,4590,3383,31363,6321,2313,1705,15538,2752,495,365,3454,761,459,338,3378,963,438,323,2922,561,685,504,4668,968,137,101,992,233,60,44,408,79,2276,1677,15824,3568
2022-04-01,11122,6015,39664,7672,5606,3032,19651,3341,1201,649,4368,923,1112,602,4272,1169,1063,574,3695,681,1660,897,5904,1176,332,180,1254,283,145,78,517,96,5515,2982,20012,4331
2022-04-02,6176,2385,18771,1794,3113,1202,9300,781,667,257,2067,216,617,238,2022,273,590,227,1748,159,921,355,2794,275,184,71,593,66,80,31,244,22,3062,1182,9470,1012
2022-04-03,58,45,283,26,29,22,140,11,6,4,31,3,5,4,30,3,5,4,26,2,8,6,42,3,1,1,8,0,0,0,3,0,28,22,142,14
2022-04-04,2894,2656,21698,3532,1458,1338,10750,1538,312,286,2389,425,289,265,2337,538,276,253,2021,313,431,396,3229,541,86,79,686,130,37,34,282,44,1435,1317,10947,1994
2022-04-05,1959,1880,12369,4084,987,947,6128,1778,211,203,1362,491,195,188,1332,622,187,179,1152,362,292,280,1841,626,58,56,391,150,25,24,161,51,971,932,6240,2305
2022-04-06,2258,1654,16717,4989,1138,833,8282,2172,243,178,1841,600,225,165,1800,760,215,157,1557,443,337,246,2488,764,67,49,528,184,29,21,217,62,1119,820,8434,2816
2022-04-07,2534,1924,20498,5079,1277,969,10155,2211,273,207,2257,611,253,192,2208,774,242,183,1909,451,378,287,3051,778,75,57,648,187,33,25,267,64,1256,954,10342,2867
2022-04-08,8026,3945,31787,7408,4045,1988,15748,3226,866,426,3500,892,802,394,3424,1129,767,376,2961,658,1197,588,4731,1135,240,118,1005,273,105,51,414,93,3980,1956,16038,4182
2022-04-09,3531,1344,12104,1630,1779,677,5996,709,381,145,1333,196,353,134,1303,248,337,128,1127,144,527,200,1801,249,105,40,382,60,46,17,157,20,1751,666,6107,920
2022-04-10,28,20,181,28,14,10,89,12,3,2,19,3,2,2,19,4,2,1,16,2,4,2,26,4,0,0,5,1,0,0,2,0,13,9,91,15
2022-04-11,1298,1645,13576,2653,654,829,6726,1155,140,177,1495,319,129,164,1462,404,124,157,1264,235,193,245,2020,406,38,49,429,98,16,21,176,33,643,815,6849,1497
2022-04-12,1144,1326,8817,3594,576,668,4368,1565,123,143,971,432,114,132,949,547,109,126,821,319,170,197,1312,550,34,39,278,132,14,17,114,45,567,657,4448,2029
2022-04-13,1590,1306,12877,4903,801,658,6379,2135,171,141,1418,590,159,130,1387,747,152,124,1199,435,237,194,1916,751,47,39,407,181,20,17,167,61,788,647,6497,2768
2022-04-14,1447,1574,15280,31854,729,793,7570,13872,156,170,1682,3835,144,157,1645,4855,138,150,1423,2829,215,234,2274,4883,43,47,483,1176,18,20,199,402,717,780,7709,17983
2022-04-15,5567,3234,25866,67721,2806,1630,12815,29493,601,349,2848,8155,556,323,2786,10323,532,308,2410,6016,830,482,3850,10381,166,96,818,2501,72,42,337,854,2760,1603,13050,38232
2022-04-16,1785,1208,8185,16290,899,608,4055,7094,192,130,901,1961,178,120,881,2483,170,115,762,1447,266,180,1218,2497,53,36,258,601,23,15,106,205,885,599,4129,9196
2022-04-17,27,18,126,183,13,9,62,79,2,1,13,22,2,1,13,27,2,1,11,16,4,2,18,28,0,0,3,6,0,0,1,2,13,8,63,103
2022-04-18,804,1000,8569,51728,405,504,4245,22528,86,108,943,6229,80,100,923,7885,76,95,798,4595,120,149,1275,7929,24,29,271,1911,10,13,111,652,398,495,4323,29203
2022-04-19,711,941,6507,55903,358,474,3223,24346,76,101,716,6731,71,94,700,8521,67,89,606,4966,106,140,968,8569,21,28,205,2065,9,12,84,705,352,466,3283,31560
2022-04-20,1057,1139,9222,63921,532,574,4569,27838,114,123,1015,7697,105,114,993,9744,101,108,859,5678,157,169,1372,9798,31,34,291,2361,13,14,120,806,524,564,4652,36087
2022-04-21,1157,1476,10015,59683,583,744,4961,25992,124,159,1102,7187,115,147,1078,9098,110,140,933,5302,172,220,1490,9149,34,44,316,2204,15,19,130,753,573,731,5053,33694
2022-04-22,3818,4000,17103,131383,1924,2016,8473,57219,412,432,1883,15821,381,400,1842,20028,365,382,1593,11671,569,596,2545,20140,114,119,541,4853,49,52,222,1658,1893,1983,8629,74173
2022-04-23,1334,1323,5421,32727,672,666,2685,14253,144,142,597,3941,133,132,583,4988,127,126,505,2907,199,197,806,5016,39,39,171,1209,17,17,70,413,661,656,2735,18476
2022-04-24,23,25,116,435,11,12,57,189,2,2,12,52,2,2,12,66,2,2,10,38,3,3,17,66,0,0,3,16,0,0,1,5,11,12,58,245
2022-04-25,894,1238,9054,199202,450,624,4485,86755,96,133,997,23988,89,123,975,30366,85,118,843,17696,133,184,1347,30536,26,37,286,7359,11,16,118,2514,443,613,4568,112461
2022-04-26,910,1047,7426,215498,458,527,3679,93853,98,113,817,25950,91,104,799,32851,87,99,691,19144,135,156,1105,33034,27,31,234,7961,11,13,96,2719,451,519,3746,121661
2022-04-27,1063,1140,8339,220195,535,574,4131,95898,114,123,918,26516,106,114,898,33567,101,108,776,19561,158,170,1241,33754,31,34,263,8134,13,14,108,2778,527,565,4207,124313
2022-04-28,1083,1367,9552,200316,545,689,4732,87240,116,147,1051,24122,108,136,1028,30536,103,130,889,17795,161,203,1421,30707,32,40,302,7400,14,17,124,2528,537,677,4819,113090
2022-04-29,2915,3266,16903,372048,1469,1646,8374,162033,314,352,1861,44802,291,326,1820,56715,278,311,1574,33051,435,487,2516,57032,87,97,534,13744,38,42,220,4695,1445,1619,8528,210043
2022-04-30,1270,1130,5941,75249,640,569,2943,32772,137,122,654,9061,127,113,639,11471,121,107,553,6684,189,168,884,11535,38,33,187,2779,16,14,77,949,629,560,2997,42482
2022-05-01,10,15,118,1059,5,7,58,461,1,1,12,127,1,1,12,161,0,1,10,94,1,2,17,162,0,0,3,39,0,0,1,13,4,7,59,597
2022-05-02,844,964,12683,152640,425,485,6283,66477,91,104,1396,18381,84,96,1366,23268,80,92,1181,13560,125,143,1887,23398,25,28,401,5639,11,12,165,1926,418,478,6399,86174
2022-05-03,753,975,9623,170336,379,491,4767,74184,81,105,1059,20512,75,97,1036,25966,71,93,896,15132,112,145,1432,26111,22,29,304,6292,9,12,125,2149,373,483,4855,96165
2022-05-04,924,945,8747,151840,465,476,4333,66128,99,102,963,18284,92,94,942,23146,88,90,814,13489,137,140,1302,23276,27,28,276,5609,12,12,114,1916,458,468,4413,85722
2022-05-05,54,55,440,3132,27,27,217,1364,5,5,48,377,5,5,47,477,5,5,40,278,8,8,65,480,1,1,13,115,0,0,5,39,26,27,222,1768
2022-05-06,1993,2591,15674,234659,1004,1306,7765,102197,215,279,1726,28258,199,259,1688,35771,190,247,1460,20846,297,386,2333,35971,59,77,495,8669,26,33,204,2961,988,1284,7908,132479
2022-05-07,607,752,4077,44642,305,379,2019,19442,65,81,448,5375,60,75,439,6805,58,71,379,3965,90,112,606,6843,18,22,128,1649,7,9,53,563,301,372,2057,25203
2022-05-08,14,9,79,550,7,4,39,239,1,0,8,66,1,0,8,83,1,0,7,48,2,1,11,84,0,0,2,20,0,0,1,6,6,4,39,310
2022-05-09,721,898,11264,94777,363,452,5580,41276,77,97,1240,11413,72,89,1213,14448,68,85,1049,8419,107,133,1676,14528,21,26,356,3501,9,11,146,1196,357,445,5683,53507
2022-05-10,620,831,7224,118910,312,418,3579,51787,66,89,795,14319,62,83,778,18126,59,79,673,10563,92,123,1075,18228,18,24,228,4392,8,10,94,1500,307,412,3644,67131
2022-05-11,609,915,7608,98130,306,461,3769,42737,65,98,837,11817,60,91,819,14959,58,87,708,8717,90,136,1132,15042,18,27,240,3625,7,11,99,1238,302,453,3838,55400
2022-05-12,715,932,7667,95590,360,469,3798,41631,77,100,844,11511,71,93,825,14571,68,89,714,8492,106,139,1141,14653,21,27,242,3531,9,12,99,1206,354,462,3868,53966
2022-05-13,1486,1972,10575,149810,749,994,5239,65244,160,213,1164,18040,148,197,1139,22837,142,188,985,13308,221,294,1574,22965,44,59,334,5534,19,25,137,1890,736,977,5335,84576
2022-05-14,711,748,3616,31845,358,377,1791,13869,76,80,398,3834,71,74,389,4854,67,71,336,2829,106,111,538,4881,21,22,114,1176,9,9,47,401,352,370,1824,17978
2022-05-15,15,10,71,415,7,5,35,180,1,1,7,49,1,1,7,63,1,0,6,36,2,1,10,63,0,0,2,15,0,0,0,5,7,4,35,234
2022-05-16,579,766,6833,55597,291,386,3385,24213,62,82,752,6695,57,76,736,8475,55,73,636,4939,86,114,1017,8522,17,22,216,2053,7,10,89,701,287,379,3447,31387
2022-05-17,524,687,5429,69657,264,346,2689,30336,56,74,597,8388,52,68,584,10618,50,65,505,6188,78,102,808,10678,15,20,171,2573,6,8,70,879,259,340,2739,39325
2022-05-18,536,767,5665,57461,270,386,2806,25025,57,82,623,6919,53,76,610,8759,51,73,527,5104,80,114,843,8808,16,22,179,2122,7,10,73,725,265,380,2858,32440
2022-05-19,506,848,5965,53911,255,427,2955,23479,54,91,656,6492,50,84,642,8218,48,80,555,4789,75,126,887,8264,15,25,188,1991,6,11,77,680,250,420,3009,30436
2022-05-20,1150,1922,8774,93159,579,968,4347,40572,124,207,966,11218,115,192,945,14201,109,183,817,8276,171,286,1306,14280,34,57,277,3441,15,25,114,1175,570,953,4426,52593
2022-05-21,538,786,3009,19901,271,396,1490,8667,58,84,331,2396,53,78,324,3033,51,75,280,1767,80,117,447,3050,16,23,95,735,7,10,39,251,266,389,1518,11235
2022-05-22,7,13,72,238,3,6,35,103,0,1,7,28,0,1,7,36,0,1,6,21,1,1,10,36,0,0,2,8,0,0,0,3,3,6,36,134
2022-05-23,488,761,5442,35895,245,383,2696,15632,52,82,599,4322,48,76,586,5471,46,72,507,3188,72,113,810,5502,14,22,172,1326,6,9,70,453,242,377,2745,20264
2022-05-24,423,704,4241,45373,213,354,2101,19760,45,76,467,5463,42,70,456,6916,40,67,395,4030,63,105,631,6955,12,21,134,1676,5,9,55,572,209,349,2139,25615
2022-05-25,523,959,4704,39130,263,483,2330,17041,56,103,518,4712,52,95,506,5965,50,91,438,3476,78,143,700,5998,15,28,148,1445,6,12,61,493,259,475,2373,22091
2022-05-26,606,1886,5217,36950,305,950,2584,16092,65,203,574,4449,60,188,561,5632,57,180,486,3282,90,281,776,5664,18,56,165,1365,7,24,68,466,300,935,2632,20860
2022-05-27,1268,6634,7516,65012,639,3344,3723,28313,136,716,827,7828,126,664,809,9910,121,633,700,5775,189,989,1118,9965,37,198,237,2401,16,86,97,820,628,3289,3792,36703
2022-05-28,520,3042,2631,14323,262,1533,1303,6237,56,328,289,1724,52,304,283,2183,49,290,245,1272,77,453,391,2195,15,91,83,529,6,39,34,180,257,1508,1327,8086
2022-05-29,7,23,63,205,3,11,31,89,0,2,6,24,0,2,6,31,0,2,5,18,1,3,9,31,0,0,1,7,0,0,0,2,3,11,31,115
2022-05-30,517,1499,5265,25705,260,755,2608,11194,55,161,579,3095,51,150,567,3918,49,143,490,2283,77,223,783,3940,15,44,166,949,6,19,68,324,256,743,2656,14512
2022-05-31,550,1321,4071,28189,277,665,2016,12276,59,142,448,3394,55,132,438,4297,52,126,379,2504,82,197,605,4321,16,39,128,1041,7,17,53,355,272,655,2054,15914
2022-06-01,87,458,664,2277,43,230,328,991,9,49,73,274,8,45,71,347,8,43,61,202,12,68,98,349,2,13,21,84,1,5,8,28,43,227,335,1285
2022-06-02,492,1793,6127,19251,248,903,3035,8384,53,193,674,2318,49,179,660,2934,47,171,570,1710,73,267,912,2951,14,53,193,711,6,23,79,242,243,889,3091,10868
2022-06-03,1030,6233,6624,38432,519,3142,3281,16737,111,673,729,4628,103,623,713,5858,98,595,617,3414,153,930,986,5891,30,186,209,1419,13,81,86,485,510,3090,3342,21697
2022-06-04,477,2402,2101,8675,240,1210,1040,3778,51,259,231,1044,47,240,226,1322,45,229,195,770,71,358,312,1329,14,71,66,320,6,31,27,109,236,1191,1060,4897
2022-06-05,7,23,40,97,3,11,19,42,0,2,4,11,0,2,4,14,0,2,3,8,1,3,5,14,0,0,1,3,0,0,0,1,3,11,20,54
2022-06-06,40,153,283,526,20,77,140,229,4,16,31,63,4,15,30,80,3,14,26,46,5,22,42,80,1,4,8,19,0,2,3,6,19,75,142,296
